"","Tumor_Sample","Healthy_Sample"
"TTC19",1427.7242,1169.1696
"TTC1",754.0491,858.4155
"TTC21A",50.7597,74.7693
"TTC21B",471.8651,617.8651
"TTC22",191.6848,73.1785
"TTC23L",3.3395,14.6357
"TTC23",431.1237,591.7913
"TTC24",0,2.2272
"TTC25",24.378,43.9071
"TTC26",171.982,107.5406
"TTC27",606.4451,569.5196
"TTC28",176.8275,1166.2552
"TTC29",0,0.3182
"TTC30A",193.6884,292.3958
"TTC30B",153.615,172.7649
"TTC31",408.4154,413.6176
"TTC32",72.1322,95.132
"TTC33",400.4007,536.112
"TTC35",1455.3348,821.5081
"TTC36",1.3358,6.6815
"TTC37",1439.9733,1877.8237
"TTC38",870.2621,749.6023
"TTC39A",830.1887,291.4413
"TTC39B",355.652,106.5861
"TTC39C",556.3533,381.1645
"TTC3",6098.18,5077.3147
"TTC4",652.9471,552.9494
"TTC5",236.7674,276.1693
"TTC7A",1187.457,965.8988
"TTC7B",400.0668,429.8441
"TTC8",340.9584,599.1091
"TTC9B",0.3339,0
"TTC9C",327.9345,243.7162
"TTC9",536.6505,591.7913
"TTF1",285.8574,439.7073
"TTF2",501.2523,385.3007
"TTK",272.1656,36.9074
"TTLL10",4.6752,6.6815
"TTLL11",38.4037,73.4967
"TTLL12",2364.3346,753.4203
"TTLL13",8.0281,10.9927
"TTLL1",429.7879,192.1731
"TTLL2",16.0294,3.818
"TTLL3",378.6575,875.3484
"TTLL4",1146.1012,600.7
"TTLL5",479.5458,492.5231
"TTLL6",9.0165,1.5908
"TTLL7",117.2149,118.6764
"TTLL8",0,0
"TTLL9",2.3376,11.1359
"TTL",633.4947,673.8785
"TTN",231.077,293.5062
"TTPAL",638.8379,503.6589
"TTPA",3.3395,7.636
"TTR",0,0
"TTTY10",0,0
"TTTY11",0,0
"TTTY12",0,0
"TTTY13",0,0
"TTTY14",0,0
"TTTY15",0,0
"TTTY16",0,0
"TTTY17A",0,0
"TTTY17B",0,0
"TTTY18",0,0
"TTTY19",0,0
"TTTY1B",0,0
"TTTY20",0,0
"TTTY21",0,0
"TTTY22",0,0
"TTTY23",0,0
"TTTY2",0,0
"TTTY3B",0,0
"TTTY4C",0,0
"TTTY5",0,0
"TTTY6B",0,0
"TTTY6",0,0
"TTTY7",0,0
"TTTY8",0,0
"TTTY9B",0,0
"TTYH1",2232.7601,684.0598
"TTYH2",390.9801,236.2743
"TTYH3",1666.0544,1138.0846
"TUBA1A",5544.4649,11482.0872
"TUBA1B",13121.987,12871.6736
"TUBA1C",4168.9765,1902.0045
"TUBA3C",0,0
"TUBA3D",0.6679,1.2727
"TUBA3E",1.3358,1.5908
"TUBA4A",869.9282,859.37
"TUBA4B",2.3376,0.6363
"TUBA8",61.4794,73.1944
"TUBAL3",72.4662,9.8632
"TUBB1",7.0129,36.9074
"TUBB2A",1107.0296,1819.2809
"TUBB2B",397.0613,363.029
"TUBB2C",3598.2635,5287.3051
"TUBB3",1128.0681,167.9924
"TUBB4Q",2.0037,1.909
"TUBB4",459.843,63.3153
"TUBB6",2806.4618,3900.5663
"TUBB8",19.3688,7.9542
"TUBBP5",36.0661,21.9535
"TUBB",19113.3745,8881.6417
"TUBD1",291.5345,283.1689
"TUBE1",424.7788,365.5743
"TUBG1",811.8217,467.0697
"TUBG2",176.6572,356.0293
"TUBGCP2",717.983,1354.2921
"TUBGCP3",811.8217,712.6949
"TUBGCP4",339.6226,312.7585
"TUBGCP5",156.6205,341.3936
"TUBGCP6",830.5226,1243.398
"TUB",311.9052,461.979
"TUFM",1984.3046,2317.531
"TUFT1",564.0341,727.9669
"TUG1",5980.9651,3946.2297
"TULP1",2.6716,2.5453
"TULP2",0.3339,1.2727
"TULP3",1585.2396,874.3239
"TULP4",957.4219,713.6494
"TUSC1",171.648,494.1139
"TUSC2",340.2905,444.798
"TUSC3",1141.092,890.5504
"TUSC5",0,1247.5342
"TUT1",448.4889,535.7938
"TWF1",1531.1404,1781.1009
"TWF2",1172.3159,1031.384
"TWIST1",290.8666,275.8511
"TWIST2",5.6771,130.7668
"TWISTNB",527.3001,745.4661
"TWSG1",1252.9638,1224.6262
"TXK",9.0165,10.8177
"TXLNA",2305.5602,2133.6303
"TXLNB",79.479,130.4486
"TXLNG",277.8427,317.8492
"TXN2",1331.7749,1084.6325
"TXNDC11",1701.4527,1066.497
"TXNDC12",2429.1201,1272.9876
"TXNDC15",1221.2389,1547.2479
"TXNDC16",505.9275,359.5291
"TXNDC17",640.8282,428.441
"TXNDC2",3.3395,1.2727
"TXNDC3",4.0073,1.5908
"TXNDC5",3424.8823,6222.3003
"TXNDC6",2.6716,7.9542
"TXNDC8",0,0
"TXNDC9",501.5862,523.3853
"TXNIP",7248.6225,22157.4928
"TXNL1",817.1648,1067.7696
"TXNL4A",916.3466,552.6567
"TXNL4B",259.8097,161.9472
"TXNRD1",1898.8145,1556.7929
"TXNRD2",423.7769,328.6669
"TXNRD3IT1",239.105,224.308
"TXN",2394.7237,1713.013
"TYK2",1069.9616,1031.1804
"TYMP",4403.7402,787.4642
"TYMS",935.4049,166.5383
"TYRO3",351.9786,343.3026
"TYROBP",800.8015,742.9208
"TYRP1",7.3468,0.6363
"TYR",0,0
"TYSND1",400.4007,422.2081
"TYW1B",195.0242,178.4919
"TYW1",547.6707,541.839
"TYW3",734.0357,767.5501
"T",6.345,0.9545
"U2AF1L4",152.0454,121.6513
"U2AF1",1497.4119,1763.2835
"U2AF2",2555.6854,2327.7124
"UACA",2299.8831,2964.6834
"UAP1L1",298.5473,239.8982
"UAP1",3180.8315,2342.9844
"UBA1",10900.3172,5549.475
"UBA2",2684.2545,2248.8069
"UBA3",1054.2662,1132.3576
"UBA52",10523.6266,7940.1845
"UBA5",897.9796,781.1263
"UBA6",1917.1815,1023.2262
"UBA7",350.3089,1015.5902
"UBAC1",693.9389,642.3799
"UBAC2",2066.3416,1242.4276
"UBAP1",1009.8514,1579.0646
"UBAP2L",3688.0948,2475.6602
"UBAP2",755.7188,720.9672
"UBASH3A",5.3431,21.3172
"UBASH3B",618.8011,112.3131
"UBB",12306.2281,9910.9131
"UBC",22244.7821,39615.6538
"UBD",660.8783,440.6618
"UBE2A",2776.4234,1138.4028
"UBE2B",1104.024,1769.0105
"UBE2CBP",64.4515,53.7703
"UBE2C",946.7357,55.3611
"UBE2D1",612.1222,477.5692
"UBE2D2",1506.4285,1369.0741
"UBE2D3",5459.6761,5766.4652
"UBE2D4",278.4037,233.7512
"UBE2DNL",0,0
"UBE2E1",1991.3174,1292.3958
"UBE2E2",721.9903,432.0713
"UBE2E3",2139.9232,1039.1346
"UBE2F",631.3274,400.3595
"UBE2G1",1385.5402,1174.3557
"UBE2G2",3369.8447,1946.8661
"UBE2H",1949.2403,1459.4337
"UBE2I",2064.7854,1558.7019
"UBE2J1",1689.4306,2393.8912
"UBE2J2",913.6751,687.2415
"UBE2K",2223.7435,2018.1355
"UBE2L3",2430.1219,1419.6627
"UBE2L6",2589.4139,1342.6662
"UBE2MP1",62.1139,57.9065
"UBE2M",749.0399,714.6039
"UBE2NL",1.0018,1.5908
"UBE2N",1010.1853,1649.3796
"UBE2O",1242.6115,735.9211
"UBE2Q1",2533.645,1593.3821
"UBE2Q2P1",13.3578,41.6799
"UBE2Q2",1439.3054,1156.5383
"UBE2QL1",39.0716,42.3163
"UBE2R2",1731.5078,1512.8858
"UBE2S",597.4286,132.6758
"UBE2T",363.6667,43.2708
"UBE2U",0,0
"UBE2V1",2370.182,2308.2374
"UBE2V2",1038.9047,648.1069
"UBE2W",1014.1927,687.5597
"UBE2Z",3463.3495,2476.6147
"UBE3A",879.9466,1991.4095
"UBE3B",715.3114,1170.2195
"UBE3C",2375.3548,1974.5466
"UBE4A",2158.9581,1856.5065
"UBE4B",1732.1757,1350.9386
"UBFD1",1003.8404,1176.901
"UBIAD1",316.5804,475.9784
"UBL3",1246.6188,2351.2568
"UBL4A",858.908,545.657
"UBL4B",1.3358,3.4998
"UBL5",2112.5397,1225.5807
"UBL7",854.9007,608.9723
"UBLCP1",618.8011,687.8778
"UBN1",1778.928,1483.9325
"UBN2",892.3026,989.8186
"UBOX5",171.2874,338.371
"UBP1",2047.0863,2018.4537
"UBQLN1",3741.5261,3038.8164
"UBQLN2",1241.6096,1264.3971
"UBQLN3",0,0
"UBQLN4",2244.4482,1114.5402
"UBQLNL",6.345,11.7722
"UBR1",314.5767,873.3694
"UBR2",921.3558,972.3194
"UBR3",1405.2429,1358.2564
"UBR4",4617.4654,4046.4524
"UBR5",3781.9335,3263.7607
"UBR7",666.5554,1001.5908
"UBTD1",293.2042,297.4865
"UBTD2",656.203,944.6389
"UBTFL1",0,0
"UBTF",2955.7522,2600.3818
"UBXN10",22.7083,374.483
"UBXN11",189.3471,385.937
"UBXN1",1467.6908,1918.8673
"UBXN2A",582.4011,362.3926
"UBXN2B",1268.9932,639.1982
"UBXN4",4294.8739,3414.8902
"UBXN6",1939.5559,1375.4375
"UBXN7",713.6383,434.2984
"UBXN8",85.1561,163.538
"UCA1",5.3431,3.818
"UCHL1",4424.4448,183.2644
"UCHL3",546.6689,274.2603
"UCHL5",697.7325,385.0334
"UCK1",385.0392,533.2485
"UCK2",716.3132,290.4868
"UCKL1AS",10.9768,15.8606
"UCKL1",434.4431,510.9545
"UCMA",0.3339,0
"UCN2",1.6697,7.636
"UCN3",0.3339,0.3182
"UCN",1.0018,2.2272
"UCP1",0,1.2727
"UCP2",964.1009,1663.6971
"UCP3",21.7065,29.9077
"UEVLD",199.6994,252.3067
"UFC1",2834.53,1671.9695
"UFD1L",1418.5874,797.321
"UFM1",2301.5528,2062.679
"UFSP1",10.3523,18.4537
"UFSP2",428.7761,633.5157
"UGCG",104.8589,677.3783
"UGDH",1514.7771,1589.2459
"UGGT1",2755.7188,1927.4578
"UGGT2",761.7298,501.7499
"UGP2",3884.7888,4092.5867
"UGT1A10",0,0
"UGT1A1",0,0
"UGT1A3",0,0
"UGT1A4",0,0
"UGT1A5",0,0
"UGT1A6",13.0172,0.9895
"UGT1A7",0,0.6013
"UGT1A8",0,0
"UGT1A9",2.6782,0
"UGT2A1",0.6679,0
"UGT2A3",12.356,0
"UGT2B10",0,0
"UGT2B11",0,24.7471
"UGT2B15",0,72.8603
"UGT2B28",0,1.2727
"UGT2B4",0.6679,1.2727
"UGT2B7",7.3468,0.3182
"UGT3A1",6.011,0
"UGT3A2",9.3505,2.8635
"UGT8",445.1494,206.8088
"UHMK1",644.5149,384.6643
"UHRF1BP1L",410.4191,596.2456
"UHRF1BP1",928.0347,510.9768
"UHRF1",309.5675,39.7709
"UHRF2",933.7118,1000.9545
"UIMC1",389.0466,592.7458
"ULBP1",289.5308,5.0907
"ULBP2",107.5305,13.363
"ULBP3",75.1378,30.8622
"ULK1",501.9202,1153.993
"ULK2",439.1384,762.9653
"ULK3",614.4598,647.4706
"ULK4",53.7652,103.0862
"UMODL1",296.6405,0.6363
"UMOD",275.5051,0.3182
"UMPS",451.1605,592.1094
"UNC119B",658.8746,1114.5402
"UNC119",436.1329,357.9383
"UNC13A",28.0514,1.5908
"UNC13B",558.023,1113.9039
"UNC13C",1.0018,4.1362
"UNC13D",271.1638,398.9819
"UNC45A",2403.0723,1792.2367
"UNC45B",0.6679,1.5908
"UNC50",562.0304,743.5571
"UNC5A",11.0202,5.0907
"UNC5B",1441.977,571.7467
"UNC5CL",52.4628,41.7149
"UNC5C",68.7928,83.3598
"UNC5D",71.1304,0.9545
"UNC80",5.3431,1.909
"UNC93A",12.6899,0.6363
"UNC93B1",898.6475,446.707
"UNCX",0,0
"UNG",876.6071,692.6503
"UNKL",196.0327,494.1234
"UNK",801.1354,670.6968
"UOX",0,0.3182
"UPB1",5.3431,2.5453
"UPF0639",0,8.5905
"UPF1",2844.2144,1802.4181
"UPF2",2410.0852,982.5008
"UPF3A",922.0237,751.5113
"UPF3B",396.0594,248.4887
"UPK1A",15.6888,3.818
"UPK1B",1.3358,0
"UPK2",6.345,4.1362
"UPK3A",15.6954,8.9087
"UPK3BL",1064.2411,111.5622
"UPK3B",30.0551,6.0452
"UPP1",293.2042,184.8552
"UPP2",5.3431,1.2727
"UPRT",527.3001,382.119
"UQCC",465.5201,513.8403
"UQCR10",2714.6435,715.8766
"UQCR11",1155.1177,732.1031
"UQCRB",3913.5081,3014.9539
"UQCRC1",2000.3339,1685.9688
"UQCRC2",2197.3618,2997.1365
"UQCRFS1",1341.4593,1090.9959
"UQCRHL",816.4969,261.2154
"UQCRH",3383.8704,1160.9927
"UQCRQ",1039.5725,894.6866
"URB1",990.4826,1011.8836
"URB2",715.9793,393.573
"URGCP",489.5642,1124.0853
"URM1",454.4999,672.6058
"UROC1",4.0073,0
"UROD",891.6347,1000
"UROS",264.8188,405.6634
"USE1",323.9272,287.9415
"USF1",643.1792,615.3357
"USF2",1893.8053,1754.3748
"USH1C",30.0551,7.3178
"USH1G",1.6697,0.6363
"USH2A",3.0055,4.4543
"USHBP1",6.011,204.2634
"USMG5",781.4326,591.7913
"USO1",5794.6235,2228.7623
"USP10",2217.3986,1314.0312
"USP11",987.477,1530.0668
"USP12",431.7916,419.0264
"USP13",1465.3531,761.3745
"USP14",2069.1267,1088.7687
"USP15",1170.1453,1008.5905
"USP16",1122.0571,1192.8094
"USP17L2",0,0.6363
"USP17L6P",0,0
"USP17",0,0
"USP18",799.4657,318.1674
"USP19",996.4936,1548.8387
"USP1",2310.9033,1195.3548
"USP20",351.6447,654.4703
"USP21",449.4907,415.8447
"USP22",2822.5079,4902.3226
"USP24",1954.5834,1682.469
"USP25",1091.3341,1253.5794
"USP26",0,0
"USP27X",147.6039,126.3124
"USP28",806.4785,507.1588
"USP29",0,0.3182
"USP2",122.892,347.1206
"USP30",203.0389,387.5278
"USP31",516.2798,1166.4015
"USP32",1519.7863,1048.6796
"USP33",1265.3198,1924.9125
"USP34",3822.6749,3616.6083
"USP35",127.2333,184.2189
"USP36",1739.1885,1414.8902
"USP37",474.5367,555.202
"USP38",793.4547,789.6914
"USP39",1112.0387,827.5533
"USP3",534.6034,393.5603
"USP40",454.4999,1006.0452
"USP42",298.5473,518.6128
"USP43",149.2737,152.4022
"USP44",6.6789,32.1349
"USP45",318.5841,253.2612
"USP46",761.7298,511.9313
"USP47",1437.6357,2185.4916
"USP48",1730.8399,1379.8918
"USP49",27.3835,20.6809
"USP4",1130.4057,1370.3468
"USP50",0,0.3373
"USP51",19.7028,41.0436
"USP53",747.3702,2537.7028
"USP54",473.5348,1161.629
"USP5",3985.3064,1310.5313
"USP6NL",1147.103,562.5199
"USP6",69.7946,43.9071
"USP7",2974.1192,2917.5947
"USP8",1392.8102,1493.2485
"USP9X",4071.7983,3372.2558
"USP9Y",0.3339,0
"USPL1",476.2064,577.1556
"UST",450.4926,694.8775
"UTF1",1.0018,0
"UTP11L",882.2842,659.5609
"UTP14A",549.6744,497.2956
"UTP14C",1332.4428,1288.2596
"UTP15",257.472,334.7121
"UTP18",1271.9987,662.4244
"UTP20",779.095,867.006
"UTP23",770.4124,542.7935
"UTP3",1028.8863,1095.7684
"UTP6",897.3117,870.8241
"UTRN",2031.0569,5683.7416
"UTS2D",7.6807,3.4998
"UTS2R",0.3339,5.4088
"UTS2",3.9706,0.3182
"UTY",0,0
"UVRAG",903.3228,936.0484
"UXS1",1070.9634,669.7423
"UXT",1050.1853,804.9889
"VAC14",1339.1217,755.0111
"VAMP1",161.613,142.7967
"VAMP2",1276.34,2766.147
"VAMP3",1764.5684,2885.1416
"VAMP4",471.5311,499.2046
"VAMP5",163.9673,609.6087
"VAMP7",2991.8183,1001.5908
"VAMP8",1721.1555,1368.4378
"VANGL1",2082.8185,553.9294
"VANGL2",1609.6176,774.1012
"VAPA",4006.345,4010.1814
"VAPB",1134.747,898.1864
"VARS2",362.3309,377.0283
"VARS",2100.8516,1160.0382
"VASH1",288.7327,1327.3592
"VASH2",379.3622,221.4445
"VASN",1208.549,794.1457
"VASP",3994.3229,1723.1944
"VAT1L",70.4625,42.9526
"VAT1",4561.3625,5227.4897
"VAV1",129.2369,202.0363
"VAV2",1124.0608,739.1028
"VAV3",568.7093,882.5962
"VAX1",4.6752,0.3182
"VAX2",16.0294,25.4534
"VBP1",2751.7115,686.9233
"VCAM1",1926.532,1140.63
"VCAN",3321.7566,3945.2752
"VCL",3977.9596,4714.2857
"VCPIP1",1291.3675,605.4725
"VCP",5576.2231,5392.3003
"VCX2",0,0
"VCX3A",1.3358,0
"VCX3B",0,0.3182
"VCX",0.6679,0.9545
"VCY",0,0
"VDAC1",3294.707,2650.0159
"VDAC2",1225.5802,994.9093
"VDAC3",2071.4644,1407.2542
"VDR",699.9499,797.3274
"VEGFA",2305.2262,1733.0576
"VEGFB",924.3613,1284.7598
"VEGFC",165.637,390.3913
"VENTXP1",0,0
"VENTXP7",0,0
"VENTX",18.701,47.4069
"VEPH1",171.648,36.5892
"VEZF1",1681.7499,2208.7178
"VEZT",754.717,1255.1702
"VGF",8.3486,0.9545
"VGLL1",737.3518,219.8536
"VGLL2",0.6679,10.4995
"VGLL3",202.371,719.3764
"VGLL4",4155.612,2839.1537
"VHLL",0,0.6363
"VHL",811.8217,839.0073
"VIL1",3.3395,1.5908
"VILL",42.745,182.3099
"VIM",46425.3031,51514.3175
"VIPAR",414.7604,395.8002
"VIPR1",149.9416,430.4804
"VIPR2",37.7993,75.2911
"VIP",0,10.8177
"VIT",616.1296,1070.315
"VKORC1L1",1745.5335,1335.3484
"VKORC1",1447.7008,1165.9561
"VLDLR",547.3134,474.7057
"VMA21",948.4054,862.2335
"VMAC",115.5452,74.4512
"VMO1",73.1341,34.9984
"VN1R1",4.3413,12.7267
"VN1R2",0,0
"VN1R4",0,0
"VN1R5",0,0.3182
"VNN1",37.7358,84.6325
"VNN2",12.356,28.9532
"VNN3",0.3339,3.4998
"VOPP1",902.3209,735.9211
"VPRBP",894.934,941.2313
"VPREB1",0,0
"VPREB3",9.0165,1.2727
"VPS11",1071.9653,1113.9039
"VPS13A",810.8198,970.7286
"VPS13B",924.6953,1157.4928
"VPS13C",1469.0265,2587.9733
"VPS13D",1596.5938,2699.3318
"VPS16",491.1337,596.8629
"VPS18",327.9345,690.105
"VPS24",2916.3466,3470.5695
"VPS25",851.8951,704.1044
"VPS26A",2064.4515,1666.2424
"VPS26B",1397.2283,1176.5829
"VPS28",2418.7677,1261.8517
"VPS29",823.8437,1002.8635
"VPS33A",331.8584,450.0605
"VPS33B",286.8592,258.3519
"VPS35",4485.2229,2426.6624
"VPS36",1031.8918,1765.5107
"VPS37A",639.262,754.0948
"VPS37B",815.829,1508.1133
"VPS37C",719.3188,692.3322
"VPS37D",26.7156,30.5441
"VPS39",484.2211,1877.8237
"VPS41",848.2217,1089.0869
"VPS45",872.5998,759.7836
"VPS4A",2423.109,1744.5116
"VPS4B",941.0586,1610.8813
"VPS52",1096.3433,1020.6809
"VPS53",734.3463,928.4123
"VPS54",1330.1052,807.5087
"VPS72",1182.5013,722.8762
"VPS8",718.3169,650.0159
"VRK1",228.4188,263.1244
"VRK2",823.5064,480.7159
"VRK3",477.5422,470.8877
"VSIG10L",108.8663,114.2221
"VSIG10",474.8706,451.7976
"VSIG1",4.6752,11.7722
"VSIG2",48.4221,181.9917
"VSIG4",487.8945,994.273
"VSIG8",1.0085,0.3213
"VSNL1",256.1362,178.1737
"VSTM1",0,0
"VSTM2A",0,0.9545
"VSTM2B",0,0
"VSTM2L",84.8222,17.4992
"VSX1",0,0.6363
"VSX2",0.3339,10.1814
"VTA1",1526.7991,985.0461
"VTCN1",8846.2181,3017.8174
"VTI1A",347.3034,336.4747
"VTI1B",942.164,1085.307
"VTN",1.3358,5.4088
"VTRNA1-1",0,0
"VTRNA1-2",0,0
"VTRNA1-3",0,0
"VWA1",1369.8447,1093.223
"VWA2",155.2847,240.2164
"VWA3A",1.6697,2.8635
"VWA3B",0.3339,1.909
"VWA5A",427.1164,1371.9376
"VWA5B1",0,3.4998
"VWA5B2",74.8038,4.4543
"VWC2L",0,0
"VWC2",1.6697,2.2272
"VWCE",5.6771,34.9984
"VWDE",45.7505,45.8161
"VWF",1507.4303,16352.5294
"WAC",4278.5106,3409.1632
"WAPAL",1305.7272,1770.6013
"WARS2",531.6413,406.6179
"WARS",3333.4446,1898.1864
"WASF1",271.4977,390.3913
"WASF2",4009.0165,5338.2119
"WASF3",390.3824,763.6017
"WASH2P",195.6921,334.3939
"WASH3P",205.3765,359.5291
"WASH5P",124.2278,107.8587
"WASH7P",844.5483,1124.0853
"WASL",2340.6245,1998.7273
"WAS",125.8975,147.3115
"WBP11P1",15.0276,5.0907
"WBP11",3495.0743,1650.3341
"WBP1",1193.5715,1106.7515
"WBP2NL",36.734,28.6351
"WBP2",4779.7629,3008.5905
"WBP4",335.6153,510.0223
"WBP5",1437.6357,1657.6519
"WBSCR16",683.5866,648.4251
"WBSCR17",538.9881,173.083
"WBSCR22",1695.4483,977.4897
"WBSCR26",41.7432,9.545
"WBSCR27",120.8883,80.4963
"WBSCR28",2.0037,0.6363
"WDFY1",1156.1196,1140.3118
"WDFY2",352.9805,339.1664
"WDFY3",1365.5034,2044.2253
"WDFY4",104.8589,155.5838
"WDHD1",216.0628,122.4944
"WDR11",846.552,1346.4843
"WDR12",846.2181,367.1651
"WDR13",1393.2209,1285.078
"WDR16",0.6679,1.909
"WDR17",121.8901,57.9065
"WDR18",484.555,299.3955
"WDR19",441.476,691.6958
"WDR1",3628.9865,5550.4295
"WDR20",265.4867,539.6118
"WDR24",230.4224,240.2164
"WDR25",104.8589,129.8123
"WDR26",3072.2992,3100.5409
"WDR27",98.18,187.7187
"WDR31",69.1267,72.5422
"WDR33",1287.6941,1359.5291
"WDR34",879.6126,635.062
"WDR35",646.5186,708.2405
"WDR36",677.2416,1005.727
"WDR37",708.2985,626.1534
"WDR38",1.6697,0.9545
"WDR3",1629.3204,911.2313
"WDR41",670.2288,574.9284
"WDR43",1433.2944,1228.126
"WDR44",499.2486,580.9736
"WDR45L",3698.1132,2363.6653
"WDR45",954.5667,998.091
"WDR46",1323.4263,838.371
"WDR47",561.0286,566.0197
"WDR48",763.7335,1090.3595
"WDR49",1.6697,5.727
"WDR4",255.8023,145.0843
"WDR52",49.09,327.3942
"WDR53",253.7986,138.4028
"WDR54",115.8791,119.3128
"WDR55",369.2169,420.6554
"WDR59",886.9594,824.6898
"WDR5B",188.0114,226.5352
"WDR5",861.2456,775.692
"WDR60",210.3857,472.7967
"WDR61",887.6273,771.5558
"WDR62",192.3526,18.7719
"WDR63",10.3523,5.0907
"WDR64",0,0.3182
"WDR65",3.0055,3.4998
"WDR66",127.9012,58.5428
"WDR67",367.0062,97.041
"WDR69",0.3339,0.6363
"WDR6",2546.572,3967.9574
"WDR70",343.63,494.1139
"WDR72",22.0404,2.8635
"WDR73",264.9992,322.434
"WDR74",488.5624,554.5657
"WDR75",1321.0887,888.9596
"WDR76",220.0701,82.7235
"WDR77",1240.9417,510.6586
"WDR78",54.7671,118.6764
"WDR7",321.5896,601.6545
"WDR81",535.3147,888.9596
"WDR82",2063.7836,3503.9771
"WDR83",194.0324,125.6761
"WDR85",290.8666,318.1674
"WDR86",34.3964,172.7649
"WDR87",1.0018,0.9545
"WDR88",5.3431,4.1362
"WDR89",347.6373,333.4394
"WDR8",515.9459,318.1674
"WDR90",252.7968,371.3013
"WDR91",472.8669,554.2475
"WDR92",256.8041,263.4426
"WDR93",6.011,23.2262
"WDSUB1",421.4393,287.3051
"WDTC1",2116.8809,2239.2619
"WDYHV1",433.4613,163.8562
"WEE1",783.7702,5221.4445
"WEE2",1.0119,0.3182
"WFDC10A",0.3339,0
"WFDC10B",0.3339,0.9545
"WFDC11",0,0
"WFDC12",0,5.0907
"WFDC13",0,0.9545
"WFDC1",235.7656,24.4989
"WFDC2",1250.9601,1194.4003
"WFDC3",7.6807,11.1359
"WFDC5",0.3339,1.909
"WFDC6",0,0
"WFDC8",0.3339,0.6363
"WFDC9",0,0
"WFIKKN1",18.0331,15.5902
"WFIKKN2",4.6752,9.545
"WFS1",1139.0883,1144.7661
"WHAMML1",18.0331,131.7213
"WHAMML2",15.6954,89.0869
"WHAMM",262.1473,391.9822
"WHSC1L1",914.343,1340.1209
"WHSC1",1394.2227,893.7321
"WHSC2",528.6358,555.8384
"WIBG",500.2505,360.8018
"WIF1",6217.7325,67.7696
"WIPF1",1442.3109,1788.7369
"WIPF2",946.4017,1258.0337
"WIPF3",79.1451,55.6793
"WIPI1",1364.8355,713.3312
"WIPI2",1172.8168,1567.6106
"WISP1",526.2982,19.4082
"WISP2",742.027,3145.0843
"WISP3",1.0018,18.4537
"WIT1",15.0276,0
"WIZ",1584.5717,1024.8171
"WLS",737.6858,2652.2399
"WNK1",10339.2887,4685.0143
"WNK2",436.1563,1432.3576
"WNK3",138.5874,30.2259
"WNK4",6.0845,188.0115
"WNT10A",103.1892,43.9071
"WNT10B",11.0202,74.133
"WNT11",135.5819,288.5778
"WNT16",26.3817,2.2272
"WNT1",0.6679,3.4998
"WNT2B",37.4019,36.5892
"WNT2",28.7193,139.3573
"WNT3A",7.3468,5.4088
"WNT3",22.0404,21.3172
"WNT4",31.3909,179.4464
"WNT5A",236.4335,324.5307
"WNT5B",264.8188,175.6284
"WNT6",263.1491,46.1343
"WNT7A",0.6679,1.909
"WNT7B",159.292,178.1737
"WNT8A",0,0
"WNT8B",0.3339,1.2727
"WNT9A",29.0533,72.224
"WNT9B",6.011,8.5905
"WRAP53",214.727,153.3567
"WRB",619.469,723.8307
"WRNIP1",682.9187,981.8645
"WRN",364.3346,482.3417
"WSB1",1214.2261,3199.1728
"WSB2",1489.7312,1067.1333
"WSCD1",46.7524,279.6691
"WSCD2",4.3413,86.8597
"WT1",19.0349,0
"WTAP",1406.9127,2417.1174
"WTIP",167.9746,332.1667
"WWC1",800.8015,1397.391
"WWC2",755.3849,865.7334
"WWC3",1246.9527,1564.7471
"WWOX",317.9162,265.6697
"WWP1",1646.0177,2109.7677
"WWP2",3686.4251,1284.7598
"WWTR1",1100.6946,766.2838
"XAB2",931.3742,978.0465
"XAF1",1641.6764,1090.9959
"XAGE1D",0.3339,112.9494
"XAGE2",0,0
"XAGE3",0,0
"XAGE5",0,0
"XBP1",5633.9957,11017.8174
"XCL1",4.3413,10.4995
"XCL2",2.6716,9.2269
"XCR1",2.0037,0.9545
"XDH",97.5121,463.2517
"XG",133.2443,472.7967
"XIAP",1293.0372,1675.7875
"XIRP1",5.3431,9.545
"XIRP2",0,1.909
"XIST",7804.0474,12934.6675
"XKR3",0.6679,0.9545
"XKR4",1.0018,0.6363
"XKR5",11.3541,5.0907
"XKR6",4.3413,8.5905
"XKR7",0,0
"XKR8",212.0554,171.4922
"XKR9",5.6771,2.5453
"XKRX",7.6807,9.8632
"XKRY2",0,0
"XKRY",0,0
"XK",233.094,65.8606
"XPA",109.5341,307.0315
"XPC",561.6964,1531.3395
"XPNPEP1",1029.5542,1051.2249
"XPNPEP2",5.3431,148.9023
"XPNPEP3",389.9983,190.5982
"XPO1",4616.4635,3645.8797
"XPO4",573.0506,761.0563
"XPO5",2366.6722,826.917
"XPO6",1642.6782,1530.0668
"XPO7",1942.5614,1584.7916
"XPOT",7318.0832,1309.5768
"XPR1",1613.9589,1163.2199
"XRCC1",591.0837,593.7003
"XRCC2",52.4295,20.0445
"XRCC3",170.3122,188.3551
"XRCC4",105.5268,91.9504
"XRCC5",6654.8673,5955.7747
"XRCC6BP1",140.2571,86.2234
"XRCC6",7095.3415,5571.7467
"XRN1",844.8823,1360.1654
"XRN2",1781.9335,2091.9504
"XRRA1",284.1042,213.1594
"XYLB",222.0738,74.4512
"XYLT1",2001.6697,823.099
"XYLT2",707.9646,685.9688
